,spot_1,spot_2,spot_3,spot_4,spot_5,spot_6,spot_7,spot_8,spot_9,spot_10,spot_11,spot_12,spot_13,spot_14,spot_15,spot_16,spot_17,spot_18,spot_19,spot_20,spot_21,spot_22,spot_23,spot_24,spot_25,spot_26,spot_27,spot_28,spot_29,spot_30
PPBP,5.137646289,1.655252754,0,6.043138195,7.290407862,6.286066809,11.11511103,3.295999647,7.352873115,9.621723428,9.29902085,3.005104665,5.559092052,0,9.723499854,4.630814055,3.198765822,9.434505884,10.8837962,12.30406912,6.745549728,3.97019455,3.792756373,18.88038649,5.792841859,9.223579879,5.819799462,8.430990054,4.870053521,5.788097618
PPCS,1.978389099,7.071213883,1.978389099,2.226832853,3.180816119,5.52780144,0,4.653748057,4.758829257,5.746354011,3.142900085,7.186391349,3.804908764,5.065491798,2.838658945,1.182474334,3.64195401,0,6.337489283,0,1.202427021,1.920170311,5.456085518,2.353440872,5.329477498,2.930803065,2.353440872,4.041085966,5.063070397,3.409307187
PPDPF,7.568290356,8.215216859,7.747951987,7.420637511,7.65340649,4.775054048,2.743544446,5.315928127,4.316843247,10.76400873,6.794381058,7.61071058,5.923681602,7.370821183,9.243482465,6.88936576,12.25309345,7.04996265,6.866278716,9.822019518,6.709224274,4.76551425,8.593506842,3.888120877,9.678436854,6.760059384,2.6520728,7.979884265,7.712900715,7.397790289
PPFIA1,2.525115998,1.655252754,0,1.224603307,1.655252754,1.655252754,0,0,1.449957386,4.008693626,0,1.655252754,6.672509914,0,1.224603307,0,1.224603307,0,2.674560693,2.525115998,1.655252754,1.449957386,3.803398258,2.353440872,1.449957386,1.224603307,4.878556871,3.449205797,2.674560693,0
PPHLN1,6.074730476,7.987682418,1.301986261,2.226832853,4.334362773,3.308082597,3.27354316,0,0,6.662822546,1.372582481,3.907057015,3.804908764,2.226832853,2.373881558,2.373881558,4.93442222,0,2.226832853,5.454511227,6.720440706,2.46585337,4.75230353,2.353440872,4.62569551,3.771445139,3.437532543,4.334362773,5.718020938,3.390699962
PPIA,9.971125258,13.96799726,12.27190705,14.72070967,17.31280932,13.24262983,11.1714722,11.86698639,9.555603659,18.8836121,11.36214912,15.9956771,14.32020924,17.30259646,15.16283142,6.601994088,17.09460887,13.39831729,11.07675732,12.27104416,16.27367896,14.01600044,15.10865118,12.86224824,11.05224729,8.331379556,16.66058086,20.27487832,12.5679443,19.28723008
PPIB,17.77594521,10.26328644,7.821110328,16.48141972,12.56838977,5.184284351,4.888212421,8.836841388,4.249196473,7.718594946,7.652362331,10.93282021,6.25492894,11.9288723,10.86922767,5.206207689,11.47379304,7.506637805,7.211546643,6.752745797,7.752780207,13.12404399,9.870061301,3.90335234,15.00986546,14.65708052,8.793025608,10.04706566,5.246465836,9.775317724
PPID,0,2.190486118,0,0,1.753860087,4.185490186,0,0,0,2.190486118,4.185490186,3.429412467,1.753860087,0,4.199927797,0,3.429412467,2.44606771,2.190486118,1.238926349,0,0.778695996,0,0,0,1.995004067,0,1.238926349,4.185490186,0.778695996
PPIE,0,1.202427021,0,0,3.040828736,1.202427021,0,1.883208162,3.288359102,3.085635183,1.838401715,1.202427021,1.883208162,0,0,0,1.838401715,0,3.333165548,0,1.202427021,4.497032658,3.333165548,0,1.449957386,0,1.838401715,1.202427021,1.449957386,1.163867109
PPIF,4.098515089,2.653894912,4.61123997,4.922380169,5.617236914,1.202427021,0,0,2.365427684,3.25180923,0,1.202427021,1.451467892,4.606334695,2.56185776,4.61099064,1.451467892,0,2.556952485,0,1.202427021,0.778695996,2.556952485,0,2.04938221,2.04913288,2.56185776,3.759379506,0,3.340553757
PPIG,4.740688836,9.506856982,6.709577876,6.38227,10.69228555,4.46761957,2.187078796,6.642690902,8.216107381,6.55945595,5.505027666,8.220446369,6.409164691,3.775714921,2.448861188,4.743283088,15.29761416,9.960639771,5.466799703,6.398596276,9.907268016,6.390176961,12.838755,7.07687806,12.51792369,6.866500525,8.130091765,6.277475652,6.008400084,3.113390607
PPIH,1.301986261,1.942651811,3.244638073,3.590030991,2.365427684,0,1.301986261,1.942651811,2.365427684,0,0,1.942651811,0,0,1.224603307,0,1.224603307,1.942651811,1.224603307,0,1.301986261,1.301986261,1.942651811,0,0,1.224603307,0,0,1.224603307,0
PPIL2,1.718438978,0,1.718438978,1.718438978,0,0,0,0,1.449957386,0,0,1.718438978,0,0,0,0,0,0,1.449957386,0,0,3.168396364,1.449957386,0,1.449957386,0,0,0,1.449957386,1.718438978
PPIL4,3.696828077,6.245201023,3.696828077,3.945271831,5.75229093,2.728933092,1.971556899,5.315928127,3.810757624,5.713213385,5.734687356,8.953737003,1.883208162,8.128135745,0,2.765788884,2.922493386,1.923929732,4.110041015,3.05564857,4.991947696,5.574003049,4.759509192,1.972355909,3.020265829,1.978389099,2.922493386,1.935500116,3.895486631,6.633209913
PPIP5K2,3.519036178,2.082868054,1.572888443,3.253026756,1.572888443,0.793432976,1.946147735,5.378867701,2.291140802,1.572888443,4.237288537,1.349851911,0,3.655756497,3.253026756,0.793432976,1.224603307,2.291140802,1.224603307,0,0,0.778695996,2.87630103,4.237288537,4.312469154,3.170751043,3.974571184,2.028423449,1.224603307,1.572128972
PPM1A,0,2.832319502,0,0,4.723844069,5.116684108,2.284364606,0,4.122766321,3.486791626,1.838401715,1.202427021,1.629892482,2.284364606,0,3.914257087,1.838401715,0,1.683015333,1.683015333,3.486791626,0.778695996,0,1.683015333,0,0,1.838401715,1.202427021,0,3.063060602
PPM1B,0,2.082868054,0,0,0,0,0,2.082868054,0,0,0,0,0,2.082868054,0,0,0,0,0,0,0,0,2.082868054,0,0,0,0,0,0,0
PPM1D,0,0,0,4.016952972,0,0,0.952409493,0,0,0.952409493,0,0,0,3.064543479,0.952409493,0,1.084091671,0,3.064543479,1.084091671,1.084091671,0,3.064543479,0,0.952409493,0.952409493,1.084091671,3.064543479,0,0
PPM1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1G,1.978389099,5.317364362,1.978389099,0.952409493,4.863831453,5.138760081,0.952409493,1.726332711,2.109581509,9.401202947,5.567674552,10.44614281,6.980331539,1.726332711,0.952409493,0.793432976,8.862729828,6.853546622,3.873501452,4.006033354,4.396100201,5.314974287,3.146873848,6.738895649,4.170616935,5.609545269,3.437532543,5.143792813,5.252481595,1.957300085
PPM1K,1.946147735,2.190486118,2.525708293,0,1.753860087,3.62980162,1.946147735,3.672480447,7.240512013,6.787430668,7.401480187,3.916818829,6.250252573,5.84968608,1.753860087,4.704161835,3.984449654,4.428772155,3.640443504,4.319671829,5.058809869,6.441136431,2.889272887,10.14228178,7.361128916,3.672480447,3.740111271,4.496392487,5.869291767,3.333820608
PPM1M,0,2.183881936,0,0,6.869972486,2.851416728,4.155438835,2.057983752,3.288359102,0,1.838401715,1.971556899,0,0,0,0.793432976,1.838401715,2.057983752,4.423544405,4.945143918,0,3.507941138,4.301374114,2.973587019,2.243390362,0,3.896385467,0,3.421514285,0.793432976
PPP1CA,9.739798664,5.659176632,7.393752001,10.06183577,11.06325679,2.641742522,3.758348706,3.432719965,3.81538507,5.568649633,0,6.249107009,0,2.082868054,6.394646061,5.744113332,5.827059385,0,3.13297272,7.536363051,8.795494058,4.934404016,8.806138591,5.57113621,8.715611591,5.87381153,4.021485184,7.064848119,3.823838944,5.088670752
PPP1CB,16.67794436,17.76393444,14.43904371,10.53216475,13.76293737,16.56095657,15.48316327,14.83028967,9.498709962,9.483551041,16.23742143,18.51890023,10.58511898,11.26487177,6.236274458,13.32154857,19.20239052,11.68383336,11.25651818,11.34506862,14.54739734,11.64328378,15.25595297,10.25366566,13.64790894,17.16934486,15.22044403,12.37354485,14.1551952,13.91006835
PPP1CC,8.569115621,3.64195401,6.519982741,9.034678491,4.03637285,6.495145566,3.88729714,2.057983752,0,10.9779278,5.373984434,6.660227976,7.960590928,1.894505106,8.989393443,2.842565855,5.950648988,11.84323194,3.415089426,1.084091671,3.134332555,8.592106477,5.2048576,5.055880316,2.630489232,10.27267986,7.523939744,4.730862892,3.415089426,8.625062643
PPP1R10,2.04913288,1.629892482,0,4.706269476,0,3.083135202,0,0,2.47133552,0,4.395265252,0,3.083135202,1.923929732,4.706269476,6.150360881,1.224603307,3.377172453,1.224603307,0,2.47133552,2.47133552,0,2.47133552,0,3.273736187,2.028423449,2.028423449,3.148533039,1.453242721
PPP1R11,1.572888443,0,3.503804715,1.453242721,5.342206431,2.246675696,2.187078796,2.187078796,1.838401715,1.572888443,1.838401715,0,1.453242721,1.572888443,1.453242721,2.724349248,3.769317988,1.453242721,0,2.187078796,1.930916272,0,2.724349248,1.930916272,4.297237691,0,4.025480512,1.930916272,0,4.177591969
PPP1R12A,9.973087687,10.06985478,9.49138982,9.872666718,8.703923716,8.077621296,5.894235989,9.226882878,9.862261383,9.637788293,10.51695887,9.546235038,5.130403926,7.863374524,11.28978156,11.34270036,11.99536258,10.64981755,6.902625451,2.51030884,11.03134684,9.746800187,8.720905031,5.013074699,13.46722037,10.47111673,6.518897964,11.45233057,9.376839749,8.790490007
PPP1R12C,0,1.629892482,0,0,0,3.469203113,0,0,0,0,4.519275838,0,3.423845524,0,0,1.629892482,0,2.679965207,0,0,0,0,0,0,0,4.519275838,0,1.793953043,1.839310631,0
PPP1R14B,0,0,0,4.706269476,2.329026162,8.02136887,2.284364606,1.726332711,4.613390768,2.284364606,5.706214596,1.726332711,1.453242721,4.010697317,4.706269476,3.077797581,5.978403936,5.604349898,1.224603307,0,4.822279207,4.151107178,0.793432976,0,3.218207443,3.903349985,4.357449611,2.028423449,2.177017274,4.531040302
PPP1R15A,1.766007652,0,4.238419497,7.80196138,5.664860448,3.717510456,7.669632876,3.233060073,9.77153029,5.314421541,8.45576587,2.58877826,3.809583664,4.348087439,5.245008895,4.263546799,5.902834936,7.396787753,11.00281712,3.918433178,3.557142606,6.632506484,6.644755321,5.469953872,3.844673098,5.9985986,2.985353619,3.795878834,3.883149641,4.496206452
PPP1R15B,2.373881558,8.048238374,0,3.020461904,3.040828736,2.948273963,0,1.883208162,1.838401715,5.459516741,2.790815682,1.202427021,5.128629097,3.020461904,2.373881558,3.167314534,4.810080461,0,4.903670066,1.520210854,2.722637875,1.883208162,2.676641138,0,3.81389488,0.952413967,3.35861257,2.996380064,3.326295525,3.81389488
PPP1R16B,1.426217169,2.712091999,1.930916272,3.936695306,3.357133441,0,0,0,0,0,2.424774467,0,0,0,4.178494968,1.930916272,10.80269489,5.378666128,3.936695306,2.51030884,4.441225112,3.203470463,3.357133441,1.930916272,5.781907908,2.650820476,3.79618367,3.357133441,1.224603307,2.709612269
PPP1R18,4.668042998,2.832319502,4.450800944,6.414856972,9.067660852,13.84425426,8.324783959,1.726332711,5.994964353,4.365145235,2.790815682,7.390515561,3.083135202,3.517467665,6.739083188,9.376526156,6.630463424,3.179575432,2.907618641,7.940127635,7.409709887,5.57985372,0.793432976,1.683015333,2.165016236,9.942976244,2.922493386,3.685793751,4.866671174,5.201677759
PPP1R2,3.768679862,3.758467247,3.768679862,7.491856355,3.592261802,2.190486118,3.002650377,2.337320517,8.576444544,3.142895611,6.320028636,6.018506606,1.753860087,4.861153989,8.296616852,0,6.82147227,2.291140802,4.983070554,0,4.159822393,4.547375859,0,4.814974274,0.952409493,2.1770128,5.434806293,4.365743966,8.048504407,2.497134975
PPP1R21,1.572888443,0,1.572888443,0.952409493,1.572888443,0,0.952409493,1.726332711,1.449957386,2.525297936,0,1.726332711,2.37814939,3.299221154,0.952409493,0,0,1.726332711,1.449957386,0,0,3.176290097,1.449957386,0,3.975255322,2.678742204,0,0,1.449957386,0
PPP1R35,0,0,0,2.909614097,2.841469588,0,0.952409493,0,0,0.952409493,0,0,0,0,3.398477203,0,0,2.44606771,2.841469588,4.798674192,0,0,0,4.798674192,0.952409493,0.952409493,0,0,0,0
PPP1R3B,1.301986261,0,1.301986261,1.224603307,0,5.114511291,3.87858295,0,2.576596689,2.576596689,0,0,0,2.576596689,1.224603307,2.576596689,1.224603307,0,1.224603307,0,6.416497552,1.301986261,0,0,0,1.224603307,0,0,1.224603307,2.576596689
PPP1R7,5.462835729,1.464932375,9.400179949,3.746862427,4.819858686,4.284470209,4.238419497,3.191265086,0,0,0.952413967,6.888093163,0,1.726332711,2.028423449,2.472411845,0,3.191265086,2.841469588,2.841469588,5.098063894,6.374646451,1.464932375,2.841469588,0,4.657135776,2.028423449,2.028423449,0.952413967,2.882306087
PPP1R8,0,1.629892482,0,3.590030991,2.365427684,1.629892482,0,0,2.365427684,0,0,0,1.629892482,1.732019974,1.224603307,1.629892482,1.224603307,0,1.224603307,0,0,1.163867109,0,1.732019974,0,1.224603307,0,0,2.956623281,1.163867109
PPP1R9B,2.525115998,3.081360373,0,2.1770128,0,2.582306448,0.952409493,0,4.495735475,3.305850365,3.243554769,0,7.959917244,0,2.1770128,1.629892482,2.676071199,2.291140802,3.429197981,2.525115998,0,2.204594674,4.558035546,4.644581674,3.157004166,3.129426767,4.878556871,0,4.381611948,0
PPP2CA,1.978389099,3.394119703,3.92104091,4.962604699,1.978389099,5.636107142,2.743544446,3.757740923,3.24109234,5.44598389,0.952413967,5.736130022,5.607150056,4.348087439,4.851719923,3.230450455,1.451467892,8.544401686,4.006909872,0,1.791134954,2.228653383,7.388877184,2.702439444,3.84168238,3.883212558,0,5.259391929,2.402371353,5.462389172
PPP2CB,0,1.451467892,0,3.737010944,4.54206698,0,1.37158326,0,4.475009193,1.37158326,0,2.109581509,1.451467892,0,1.37158326,0,2.535559563,0,2.176639297,3.260730968,3.193673181,0,0,2.176639297,1.37158326,1.37158326,1.084091671,0,2.109581509,0
PPP2R1A,0,0,0,3.050138228,1.838401715,2.134888301,1.37158326,0,3.947983225,1.37158326,2.790815682,2.109581509,0,0,3.050138228,1.182474334,5.037167537,0,1.678554968,1.520210854,3.629792364,1.163867109,1.182474334,0,2.554057594,4.002552195,3.35861257,0,4.740550444,2.346341443
PPP2R2A,7.988386114,5.162617043,4.291715945,0,0,5.271960348,4.455661552,3.825113593,3.975665679,5.886165434,0.952413967,3.825113593,3.983333354,1.726332711,6.222378462,7.852270943,1.084091671,1.726332711,1.449957386,6.299453864,2.850099323,8.795818758,3.803398258,2.353440872,3.975665679,5.368400578,3.437532543,0,8.624749815,1.163867109
PPP2R2D,3.28037536,3.784316844,3.28037536,0,3.180816119,1.202427021,1.301986261,2.581889823,0,1.202427021,0,3.180816119,0,2.581889823,0,0,1.084091671,0,0,1.084091671,3.588504953,2.080682258,2.581889823,0,0,1.978389099,1.084091671,1.202427021,0,0.778695996
PPP2R3C,5.806008365,4.8864592,5.806008365,6.351590177,4.753704562,6.402160854,3.626314083,1.349851911,0,6.531641282,0,4.53066803,5.947443161,3.957631002,4.783609048,3.746491113,5.04697505,1.453242721,3.526764196,1.520210854,4.977368698,2.254730823,1.630440062,0,4.574911765,5.308755427,3.088191983,1.202427021,1.958783068,5.468425341
PPP2R5A,0,5.469177011,0,0.952409493,1.202427021,1.995859996,3.136291429,2.082868054,2.291140802,2.154836513,2.291140802,1.202427021,2.37814939,2.082868054,0.952409493,0.793432976,0,2.291140802,0,0,1.202427021,0,2.87630103,2.291140802,1.745842468,0.952409493,0,1.202427021,0,0.793432976
PPP2R5C,3.872252412,8.21115833,1.942651811,0,5.684625769,10.41909845,2.446035243,13.74806537,8.862994147,6.068846627,12.57555148,11.08460457,1.883208162,6.649036834,2.337320517,3.653809854,6.761362186,7.678598599,6.316376993,3.778150741,7.704360433,9.639178645,13.0233585,7.146219026,6.504684132,8.547221686,5.502016823,7.317898279,11.26140188,1.961170331
PPP2R5D,1.718438978,2.183881936,1.718438978,1.718438978,0,0,4.155438835,0,0,0,0,3.689995877,2.37814939,0,0,0,0,0,0,1.971556899,0,1.718438978,0,0,0,0,0,0,1.971556899,1.718438978
PPP2R5E,2.04913288,6.335166012,0,2.226832853,0,3.331347577,2.183881936,0,1.449957386,4.247945978,0,0,6.656041485,4.121337959,2.953891661,2.842565855,1.924451223,2.953891661,3.676790239,0,2.537914602,1.449957386,4.596831234,2.353440872,4.470223215,2.04913288,2.353440872,0,1.449957386,4.914770935
PPP3CA,1.718438978,0,1.718438978,1.718438978,0,0,0,0,1.449957386,0,0,1.718438978,0,1.732019974,0,0,0,0,1.449957386,0,0,3.168396364,1.449957386,1.732019974,1.449957386,0,0,0,3.18197736,1.718438978
PPP3CB,2.6896539,1.629892482,0,0,0,5.271960348,4.661210799,0,0,0,0.952413967,1.971556899,1.629892482,0,5.13572161,4.319546381,0,2.44606771,0,4.661210799,0,2.6896539,0,0,0,3.642067867,0,0,5.613624766,0
PPP3CC,0,0,2.525708293,0,0,0,2.187078796,2.187078796,2.525708293,0,0,1.985980398,0,0,0,0,1.985980398,0,0,6.698767487,0,0,0,0,2.525708293,0,2.187078796,1.985980398,0,0
PPP3R1,0,1.464932375,1.464932375,0,0,1.641800555,0,1.464932375,0,0,1.641800555,1.464932375,0,0,0,0,0,1.464932375,0,0,0,0,1.464932375,0,0,1.641800555,0,0,1.641800555,0
PPP4C,0,3.094824857,4.437864883,2.63096446,0,2.582306448,6.112420797,7.477124765,0,0.952409493,0.952413967,5.290045968,1.629892482,1.726332711,2.63096446,4.60282499,2.762646639,3.191265086,1.678554968,3.271170468,1.084091671,2.505028707,1.464932375,0,0.952409493,5.309711138,3.271170468,0,2.630968935,0.778695996
PPP4R2,2.398862657,3.504376978,0,5.033742027,4.237264373,2.824274889,0.952409493,3.076184622,4.309737235,0.952409493,8.874689111,3.076184622,1.451467892,1.726332711,2.980832941,3.653809854,11.74888434,4.649484031,2.052909086,3.482954328,5.954289849,7.899515548,3.581336991,2.47133552,7.456897804,6.719405416,7.003825921,4.427286106,1.641800555,1.961170331
PPP6C,0,0,0,0,0,0.793432976,1.971556899,0,0,1.894505106,0,1.971556899,0,1.894505106,0,0.793432976,0,0,0,1.971556899,0,0,0.793432976,0,0.793432976,0,0,0,1.971556899,2.687938082
PPP6R1,1.978389099,0,1.978389099,0.952409493,1.978389099,0,0.952409493,0,1.449957386,0.952409493,0,1.978389099,0,0,3.398477203,0,0,2.44606771,1.449957386,0,0,1.449957386,1.449957386,0,2.402366879,2.930798591,0,0,1.449957386,0
PPP6R2,3.768679862,0,3.768679862,1.718438978,0,0,2.050240884,1.726332711,0,0,0,4.683698038,0,1.726332711,0,0,1.238926349,1.726332711,0,1.238926349,2.050240884,6.658879683,0,0,0,1.726332711,0,1.238926349,0,2.882306087
PPP6R3,2.050240884,0,2.050240884,1.37158326,0,0,3.421824144,0,0,1.37158326,1.923929732,0,0,1.923929732,1.37158326,0,0,1.923929732,0,0,2.050240884,2.82893688,0,0,1.37158326,1.37158326,0,0,1.923929732,0.778695996
PPT1,3.404606267,0,1.978389099,1.37158326,5.243007983,6.217416426,1.37158326,0,1.838401715,1.37158326,6.25818025,1.978389099,0,0,1.37158326,1.182474334,5.689393351,2.424774467,0,1.426217169,4.466155194,3.203470463,2.608691503,0,6.40504923,6.771193595,1.838401715,1.426217169,1.995004067,1.961170331
PPTC7,4.968065393,3.19787361,1.930916272,2.939564389,1.930916272,2.423325457,3.317730996,1.946147735,0,1.37158326,1.946147735,0,8.823912572,0,1.37158326,4.35424173,3.498897401,0,1.567981129,3.021917658,1.930916272,0.778695996,2.724349248,3.877064008,6.042080244,3.317730996,6.536046522,3.724869315,0,3.503045244
PPWD1,0,2.082868054,0,0,0,0,0,2.082868054,1.449957386,0,0,0,1.793953043,2.082868054,0,0,0,0,1.449957386,0,0,1.449957386,3.53282544,0,1.449957386,0,0,1.793953043,1.449957386,0
PQBP1,1.572888443,0,1.572888443,1.957204605,1.572888443,0.793432976,0,0,2.109581509,4.427709429,0,2.109581509,2.854820986,1.572888443,0,0.793432976,0,0,0,1.957204605,2.109581509,0.778695996,3.648253962,4.812025591,2.366321419,0,2.854820986,0,2.109581509,1.572128972
PRCC,1.301986261,0,1.301986261,2.596186567,0,0,2.673569521,0,2.109581509,4.074022704,0,2.109581509,2.702439444,0,2.596186567,0,1.224603307,2.702439444,1.224603307,0,3.411567771,2.46585337,0,2.702439444,1.37158326,2.596186567,0,2.702439444,3.334184817,1.163867109
PRCP,0,2.183881936,0,0.952409493,0,1.745846943,3.136291429,0,0,0.952409493,0.952413967,0,2.37814939,0,0.952409493,0.793432976,0,0,0,0,0,0,0.793432976,0,1.745842468,1.904823459,0,0,0.952413967,0.793432976
PRDM1,0,3.977360309,0,2.052909086,0,0.952413967,0,2.39290579,0,4.287410897,0.952413967,0,4.317357013,1.894505106,0,0,3.977360309,0,4.445814876,0,0,2.39290579,2.39290579,0,0,0.952413967,2.052909086,0,0.952413967,1.894505106
PRDM2,0,7.2145081,5.312551891,0.952409493,2.841469588,3.142900085,7.580260173,2.840140046,0,7.390841589,3.142900085,7.002183063,4.639092202,1.894505106,3.906301154,2.472411845,3.274577789,5.794031707,5.031955706,5.897118157,1.084091671,0.778695996,5.193580918,5.19491046,0.952409493,1.904823459,3.437532543,2.28565133,5.114456984,2.673201103
PRDM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX1,19.05103799,7.990418766,13.19169043,16.05912708,16.31483378,8.849589482,12.10701755,9.706635663,9.965446654,8.909387475,8.303863559,10.81587814,13.58580535,7.643911318,12.05177419,8.100759927,14.22897525,6.642290771,12.54213374,15.50009269,12.34725062,14.05632426,7.972457928,12.4542474,19.43960515,13.8832777,11.46630415,11.04510335,10.95683485,15.87683509
PRDX2,1.946147735,0,0,0,0,0,1.946147735,3.672480447,0,0,1.946147735,1.726332711,0,1.726332711,0,0,0,1.726332711,0,0,0,3.335274278,0,1.946147735,1.946147735,3.672480447,1.946147735,0,0,1.608941567
PRDX3,3.775881962,1.202427021,3.775881962,2.202993519,7.710687602,2.154840987,0,0,0,2.775315464,0.952413967,3.40542054,5.925962519,1.572888443,1.753860087,0,1.084091671,0,3.181512052,4.265603723,2.286518692,3.963128256,0,3.181512052,1.572888443,0.952413967,1.084091671,2.996380064,0.952413967,3.963128256
